CMC_id,CMC_rank,name,ticker,web_primary,web_secondary,source_code,check_source,notes
3513,42,Fantom,FTM,https://fantom.foundation/,,https://github.com/Fantom-foundation/go-lachesis,y,
6783,43,Axie Infinity,AXS,https://axieinfinity.com/,,private,y,
4256,44,Klaytn,KLAY,https://www.klaytn.foundation/,https://www.klaytn.foundation/,https://github.com/klaytn/klaytn,y,
2011,45,Tezos,XTZ,https://www.tezos.com/,,https://gitlab.com/tezos/tezos,y,
2416,46,Theta Network,THETA,https://www.thetatoken.org/,,https://github.com/thetatoken/theta-protocol-ledger,y,
18876,47,ApeCoin,APE,http://apecoin.com/,,private,y,
4157,48,THORChain,RUNE,https://thorchain.org/,,https://gitlab.com/thorchain/thornode,y,
5665,49,Helium,HNT,https://www.helium.com/,,https://github.com/helium/blockchain-core,y,
1437,50,Zcash,ZEC,https://z.cash/,,https://github.com/zcash/zcash,y,
4558,51,Flow,FLOW,https://flow.com,,https://github.com/onflow/flow-go,y,
1765,52,EOS,EOS,https://eos.io/,,https://github.com/EOSIO/eos,y,
1720,53,IOTA,MIOTA,https://www.iota.org/,,https://github.com/iotaledger/iota.js,y,
7278,54,Aave,AAVE,https://aave.com/,https://ethlend.io,https://github.com/aave/aave-protocol,y,
1518,55,Maker,MKR,https://makerdao.com/,,https://github.com/makerdao/market-maker-keeper,y,see also: DAI
6719,56,The Graph,GRT,https://thegraph.com,,https://github.com/graphprotocol/graph-node,y,
7186,57,PancakeSwap,CAKE,https://pancakeswap.finance/,,https://github.com/pancakeswap/pancake-frontend,y,
7186,57,PancakeSwap,CAKE,https://pancakeswap.finance/,,https://github.com/pancakeswap/pancake-frontend,y,
16086,58,BitTorrent-New,BTT,https://bt.io/,,https://github.com/bttcprotocol/bttc,y,wong repo on CMC
4847,59,Stacks,STX,https://stacks.co,,https://github.com/blockstack/stacks-blockchain,y,
7080,60,Gala,GALA,https://gala.games/,,private,y,
3602,61,Bitcoin SV,BSV,https://bitcoinsv.com/,https://bitcoinsv.io/,https://github.com/bitcoin-sv/bitcoin-sv,y,
3945,62,Harmony,ONE,https://www.harmony.one/,https://t.me/harmony_announcements,https://github.com/harmony-one/harmony,y,
1376,63,Neo,NEO,https://neo.org/,,https://github.com/neo-project/neo,y,
10791,64,eCash,XEC,https://e.cash/,,https://github.com/Bitcoin-ABC/bitcoin-abc,y,
2087,65,KuCoin Token,KCS,https://www.kucoin.com/,,na,y,exchange token
2502,66,Huobi Token,HT,https://www.huobiwallet.com,https://www.hbg.com/,https://github.com/HuobiGroup/huobi-eco-chain,y,
3155,67,Quant,QNT,https://quant.network/,,https://github.com/quantnetwork/overledger-sdk-javascript,y,
2563,68,TrueUSD,TUSD,https://www.trueusd.com/,,https://github.com/trusttoken/smart-contracts,y,
5034,69,Kusama,KSM,https://kusama.network/,,https://github.com/kusamanetwork/KSM-dapp,y,runs on polkadot
2130,70,Enjin Coin,ENJ,https://enjin.io/,,https://github.com/enjin/enjin-java-sdk,y,
2694,71,Nexo,NEXO,http://nexo.io,,https://github.com/nexofinance/NEXO-Token/,y,
5567,72,Celo,CELO,https://celo.org/,https://www.celocamp.com/,https://github.com/celo-org/celo-monorepo/,y,
131,73,Dash,DASH,https://www.dash.org/,https://newsroom.dash.org/,https://github.com/dashpay/dash,y,
1697,74,Basic Attention Token,BAT,https://basicattentiontoken.org/,,https://github.com/brave-intl/bat-go,y,token
4066,75,Chiliz,CHZ,https://www.chiliz.com/,,private,y,
3897,76,OKB,OKB,https://www.okx.com/,,private,y,OKEx token
1934,77,Loopring,LRC,https://loopring.org,,https://github.com/Loopring/protocols,y,
6945,78,Amp,AMP,https://amptoken.org,,https://github.com/amptoken/amp-token-contracts,y,
5632,79,Arweave,AR,https://www.arweave.org,,https://github.com/ArweaveTeam/arweave,y,
5647,80,Kadena,KDA,http://kadena.io/,,https://github.com/kadena-io/chainweb-node,y,
9903,81,Convex Finance,CVX,https://www.convexfinance.com/,,https://github.com/convex-eth/platform,y,
6538,82,Curve DAO Token,CRV,https://guides.curve.fi/everything-you-need-to-know-about-crv/,https://www.curve.fi/,https://github.com/curvefi/curve-contract,y,
3330,83,Pax Dollar,USDP,https://www.paxos.com/usdp/,,https://github.com/paxosglobal/pax-contracts,y,SC
8646,84,Mina,MINA,https://minaprotocol.com/,,https://github.com/MinaProtocol/mina,y,
873,85,NEM,XEM,http://nem.io,,https://github.com/nemtech/catapult-server,y,
3822,86,Theta Fuel,TFUEL,https://www.thetatoken.org,,excluded,y,"token, see also: THETA, id:2416"
7653,87,Oasis Network,ROSE,https://oasisprotocol.org/,,https://github.com/oasisprotocol/oasis-core,y,
2700,88,Celsius,CEL,https://celsius.network/,,https://github.com/CelsiusNetwork/celsius-js-sdk,y,
1168,89,Decred,DCR,https://decred.org/,https://proposals.decred.org/,https://github.com/decred/dcrd,y,
2682,90,Holo,HOT,https://holochain.org/,https://holo.host,https://github.com/holochain/holochain,y,prev: https://github.com/holochain/holochain-rust
5692,91,Compound,COMP,https://compound.finance/governance/comp,,https://github.com/compound-finance/compound-protocol,y,
8677,92,Symbol,XYM,https://www.symbol.dev,https://github.com/symbol,https://github.com/symbol/symbol,y,
5604,93,Secret,SCRT,https://scrt.network,,https://github.com/enigmampc/SecretNetwork,y,
5068,94,Neutrino USD,USDN,https://neutrino.at/,,https://github.com/waves-exchange/neutrino-contract,y,
3801,95,BORA,BORA,https://boraecosystem.com,,https://github.com/boraecosystem/BORA-Platform-Sample-LoginTest,y,
5864,96,yearn.finance,YFI,https://yearn.finance/,,https://github.com/yearn/yearn-protocol,y,
7455,97,Audius,AUDIO,https://audius.co/,,https://github.com/AudiusProject/audius-protocol,y,
2777,98,IoTeX,IOTX,https://www.iotex.io/,,https://github.com/iotexproject/iotex-core,y,
8857,99,Anchor Protocol,ANC,https://app.anchorprotocol.com,,https://github.com/Anchor-Protocol/anchor-web-app,y,
4279,100,SXP,SXP,https://solar.org,https://swipe.io,https://github.com/SwipeWallet/Swipe-Network,y,
2083,101,Bitcoin Gold,BTG,https://bitcoingold.org/,,https://github.com/BTCGPU/BTCGPU,y,
1684,102,Qtum,QTUM,https://qtum.org/,,https://github.com/qtumproject/qtum/,y,
1808,103,OMG Network,OMG,https://omg.network/,https://omisego.co/,https://github.com/omgnetwork/plasma-contracts,y,layer 2 ETH scaling
2634,104,XDC Network,XDC,https://www.xdc.org/,https://www.xinfin.org/,https://github.com/xinfinorg/XinFin-Node,y,
8104,105,1inch Network,1INCH,https://1inch.io/,,https://github.com/1inch/1inchProtocol,y,
4705,106,PAX Gold,PAXG,https://www.paxos.com/paxgold/,,https://github.com/paxosglobal/paxos-gold-contract,y,
5777,107,renBTC,RENBTC,https://renproject.io/,,https://github.com/renproject/ren-js,y,
1727,108,Bancor,BNT,https://bancor.network/,,https://github.com/bancorprotocol/contracts-solidity,y,
3783,109,Ankr,ANKR,https://www.ankr.com/,,https://github.com/Ankr-network/dccn-common,y,
5690,110,Render Token,RNDR,https://rendertoken.com/,,private,y,
2586,111,Synthetix,SNX,https://www.synthetix.io/,,https://github.com/Synthetixio/synthetix,y,
1659,112,Gnosis,GNO,https://gnosis.io/,,https://github.com/gnosis/safe-contracts,y,
2577,113,Ravencoin,RVN,https://ravencoin.org/,https://getravencoin.org/,https://github.com/RavenProject/Ravencoin,y,
4846,114,Kava,KAVA,https://www.kava.io/,https://app.kava.io/,https://github.com/Kava-Labs/kava,y,
2099,115,ICON,ICX,https://iconrepublic.org/,,https://github.com/icon-project/goloop,y,
9444,116,Kyber Network Crystal v2,KNC,https://kyber.network/,,https://github.com/KyberNetwork/KyberSwap,y,
6836,117,Moonbeam,GLMR,https://moonbeam.network/,https://moonbeam.foundation/,https://github.com/PureStake/moonbeam,y,
7501,118,WOO Network,WOO,https://woo.org,https://woo.network/token,private,y,
3640,119,Livepeer,LPT,https://livepeer.org/,,https://github.com/livepeer/go-livepeer,y,
2300,120,WAX,WAXP,https://wax.io/,,https://github.com/worldwide-asset-exchange/wax-blockchain,y,
2469,121,Zilliqa,ZIL,https://www.zilliqa.com/,,https://github.com/Zilliqa/Zilliqa,y,
4747,122,Velas,VLX,https://velas.com,,https://github.com/velas/velas-chain,y,
10603,123,Immutable X,IMX,https://www.immutable.com/,,private,y,
4269,124,GateToken,GT,https://gatechain.io/,,https://github.com/gatechain/node-binary,y,
1698,125,Horizen,ZEN,https://www.horizen.io/,https://academy.horizen.io/,https://github.com/HorizenOfficial/zen,y,
8075,126,Rally,RLY,https://vaults.rally.io/vaults,https://rally.io/,https://github.com/starcard-org/yield-delegation,y,
5617,127,UMA,UMA,https://umaproject.org/,,https://github.com/UMAprotocol/protocol,y,
1817,128,Voyager Token,VGX,https://www.investvoyager.com/,https://www.ethos.io/,private,y,formerly ETHOS
1455,129,Golem,GLM,https://golem.network/,,https://github.com/golemfactory/yagna,y,
1042,130,Siacoin,SC,https://sia.tech/,,https://gitlab.com/NebulousLabs/Sia,y,
1896,131,0x,ZRX,https://0x.org/,,https://github.com/0xProject/0x-monorepo,y,
2405,132,IOST,IOST,http://iost.io/,,https://github.com/iost-official/go-iost,y,
2566,133,Ontology,ONT,https://ont.io/,,https://github.com/ontio/ontology,y,
4566,134,DigitalBits,XDB,http://www.digitalbits.io/,,https://github.com/xdbfoundation/DigitalBits,y,
2499,135,SwissBorg,CHSB,https://swissborg.com/,,https://github.com/SwissBorg,y,token on Ethereum
9816,136,APENFT,NFT,http://apenft.org/,,private,y,
8642,137,Fei USD,FEI,https://fei.money/,,https://github.com/fei-protocol/fei-protocol-core,y,
18069,138,STEPN,GMT,https://www.stepn.com/,,private,y,
2135,139,Revain,REV,https://revain.org/,https://company.revain.org,https://github.com/Revain,y,token
5566,140,Keep Network,KEEP,https://keep.network,,https://github.com/keep-network/tbtc,y,
6758,141,SushiSwap,SUSHI,https://sushi.com/,,https://github.com/sushiswap/sushiswap,y,
1772,142,Storj,STORJ,https://storj.io/,,https://github.com/storj/storj,y,
2394,143,Telcoin,TEL,https://www.telco.in/,,https://github.com/telcoin/plaid,y,
5691,144,SKALE Network,SKL,https://skale.network/,,https://github.com/skalenetwork/skale-consensus,y,
3306,145,Gemini Dollar,GUSD,https://gemini.com/dollar/,,https://github.com/gemini/dollar,y,
9436,146,Dogelon Mars,ELON,https://dogelonmars.com/,,private,y,
5488,147,JUST,JST,https://just.network/#/,,private,y,
541,148,Syscoin,SYS,http://syscoin.org,,https://github.com/syscoin/syscoin,y,
5370,149,Hive,HIVE,https://hive.io/,,https://github.com/openhive-network/hive,y,
2496,150,Polymath,POLY,https://www.polymath.network/,,https://github.com/PolymathNetwork/polymath-core,y,
8719,151,Illuvium,ILV,https://illuvium.io/,,private,y,
2539,152,Ren,REN,https://renproject.io/,,https://github.com/renproject/ren-js,y,
6187,153,Serum,SRM,https://projectserum.com/,,private,y,
11289,154,Spell Token,SPELL,https://abracadabra.money/,,https://github.com/Abracadabra-money/magic-internet-money,y,
13855,155,Ethereum Name Service,ENS,https://ens.domains/,,https://github.com/ensdomains/ens,y,
4948,156,Nervos Network,CKB,http://nervos.org/,,https://github.com/nervosnetwork/ckb,y,
3029,157,Flux,FLUX,https://runonflux.io/,https://zelcore.io/,https://github.com/RunOnFlux/flux,y,
5964,158,Trust Wallet Token,TWT,https://trustwallet.com/,,https://github.com/trustwallet/wallet-core,y,
14806,159,ConstitutionDAO,PEOPLE,https://www.constitutiondao.com/,,na,y,
11156,160,dYdX,DYDX,https://dydx.community,,https://github.com/dydxfoundation/governance-contracts,y,
3911,161,Ocean Protocol,OCEAN,https://oceanprotocol.com/,,https://github.com/oceanprotocol/market,y,
4189,162,Ultra,UOS,https://ultra.io/,,private,y,
109,163,DigiByte,DGB,https://digibyte.org/,https://dgbwiki.com/,https://github.com/DigiByte-Core/digibyte,y,
7281,164,Persistence,XPRT,https://persistence.one,,https://github.com/persistenceOne/persistenceCore,y,
5899,165,Casper,CSPR,https://casper.network/,,https://github.com/casper-network/casper-node,y,
6950,166,Perpetual Protocol,PERP,https://perp.com,https://app.perp.com/,https://github.com/perpetual-protocol/perpetual-protocol,y,
4761,167,NuCypher,NU,https://nucypher.com,,https://github.com/nucypher/nucypher,y,
5117,168,Origin Protocol,OGN,https://www.originprotocol.com,https://www.story.xyz,https://github.com/OriginProtocol/origin,y,
10903,169,Coin98,C98,https://www.coin98.com/,,https://github.com/coin98/saros-sdk,y,
2856,170,CEEK VR,CEEK,https://www.ceek.io/,,private,y,
1567,171,Nano,XNO,http://nano.org/en,,https://github.com/nanocurrency/nano-node,y,
7461,172,PlayDapp,PLA,https://playdapp.io,,https://github.com/playdapp/PLA,y,
10688,173,Yield Guild Games,YGG,https://yieldguild.io/,,private,y,
11584,174,Braintrust,BTRST,https://www.braintrust.com,,https://github.com/Snowfork/BTRST-Contracts,y,
6953,175,Frax Share,FXS,https://frax.finance/#welcome,,https://github.com/FraxFinance/frax-solidity,y,
1214,176,Lisk,LSK,https://Lisk.com/,,https://github.com/LiskHQ/lisk-core,y,
3814,177,Celer Network,CELR,https://www.celer.network/#,,https://github.com/celer-network/goCeler-oss,y,
1886,178,Dent,DENT,https://www.dentwireless.com/,,private,y,
8290,179,SuperFarm,SUPER,https://superfarm.com/#/,,private,y,
4206,180,WINkLink,WIN,https://winklink.org/,,https://github.com/wink-link/winklink,y,
7226,181,Injective,INJ,https://injective.com,,https://github.com/InjectiveLabs/injective-ts,y,
3773,182,Fetch.ai,FET,https://fetch.ai/,https://community.fetch.ai/,https://github.com/fetchai/agents-aea,y,
9025,183,Tribe,TRIBE,https://fei.money/,,na,y,
8526,184,Raydium,RAY,https://raydium.io/#/,,private,y,
2132,185,Powerledger,POWR,https://powerledger.io/,,private,y,
3628,186,MXC,MXC,https://www.mxc.org/,,https://github.com/mxc-foundation/node-prod-firmware,y,
4038,187,MovieBloc,MBL,https://www.moviebloc.com/,,private,y,
2765,188,XYO,XYO,https://xyo.network/,,https://github.com/XYOracleNetwork/xyo-foundation,y,
9258,189,Chia,XCH,https://www.chia.net/,,https://github.com/XYOracleNetwork-v1/client-xyo-nodejs,y,
9308,190,Vulcan Forged PYR,PYR,https://vulcanforged.com/,,private,y,
3978,191,Chromia,CHR,https://chromia.com/,https://chromapolis.com/,https://bitbucket.org/chromawallet/postchain2/src/master/,y,
2303,192,MediBloc,MED,https://medibloc.com/en/,,https://github.com/Medibloc,n,
3217,193,Ontology Gas,ONG,https://ont.io/,,,n,
3992,194,COTI,COTI,https://coti.io/,,https://github.com/coti-io/coti-node,y,
2071,195,Request,REQ,https://request.network/,,https://github.com/RequestNetwork/,n,
14556,196,Boba Network,BOBA,https://boba.network/,,https://github.com/omgnetwork,n,
3835,197,Orbs,ORBS,https://www.orbs.com/,,https://github.com/orbs-network/,n,
5161,198,WazirX,WRX,https://wazirx.com/,,,n,
3884,199,Function X,FX,https://functionx.io/,,https://github.com/FunctionX,n,
8335,200,Mdex,MDX,https://mdex.co,,,n,
5015,201,HEX,HEX,https://hex.com/,https://go.hex.win/,https://github.com/BitcoinHEX,n,
18579,202,Wrapped TRON,WTRX,https://tron.network/,,https://github.com/tronprotocol/java-tron,n,
8085,203,Lido stETH,STETH,https://lido.fi/,,https://github.com/lidofinance,n,
6952,204,Frax,FRAX,https://frax.finance/#welcome,,https://github.com/fraxfinance,n,
12220,205,Osmosis,OSMO,https://osmosis.zone/,,https://github.com/osmosis-labs/osmosis,n,
11419,206,Toncoin,TON,https://ton.org/,,https://github.com/newton-blockchain,n,
7192,207,Wrapped BNB,WBNB,https://www.binance.org/,,,n,
3718,208,BitTorrent,BTTOLD,https://www.bittorrent.com/btt/,,https://github.com/bittorrent,y,token on TRON
6941,209,Huobi BTC,HBTC,https://www.hbtc.finance/en-us/,https://www.hbtc.finance/en-us/assets,https://cn.etherscan.com/address/0x0316EB71485b0Ab14103307bf65a021042c6d380#code,n,
11498,210,Chainbing,CBG,https://www.chainbing.io,,https://github.com/chainbing,n,
5804,211,DeFiChain,DFI,https://defichain.com/,,https://github.com/DeFiCh/ain,n,
4512,212,LINK,LN,https://blockchain.line.me/,,,n,
7321,213,yOUcash,YOUC,https://youengine.io,,https://github.com/YOUengine,n,
9566,214,Liquity USD,LUSD,https://www.liquity.org/,,,n,
7961,215,Venus BNB,vBNB,https://app.venus.io/dashboard,,,n,
11221,216,BitDAO,BIT,https://www.bitdao.io/,,,n,
5830,217,NXM,NXM,https://nexusmutual.io/,,https://github.com/NexusMutual,n,
5482,218,Counos X,CCXX,https://www.counos.io/CounosX,https://www.counos.io/counos-x-roadmap,https://github.com/counos-platform/counos-X,n,
7548,219,WEMIX,WEMIX,https://wemixnetwork.com/,,https://github.com/wemade-tree/contract-reference,n,
5514,220,The Transfer Token,TTT,https://www.atom-solutions.jp/en/xecttt/,https://www.atom-solutions.jp/en/,https://github.com/atom-solutions/TheTransferToken,n,
5185,221,KOK,KOK,http://kok-chain.io,,https://github.com/KOK-Foundation,n,
6432,222,ECOMI,OMI,https://www.ecomi.com/,,,n,
4779,223,HUSD,HUSD,http://www.stcoins.com/,,private,y,stable coin; no github
9640,224,MetisDAO,METIS,https://www.metis.io,,https://github.com/MetisProtocol,n,
268,225,WhiteCoin,XWC,http://whitecoin.info/,http://xwc.com/,,n,
7878,226,MobileCoin,MOB,https://mobilecoin.foundation/,https://www.mobilecoin.com/,https://github.com/mobilecoinfoundation/mobilecoin,n,
2943,227,Rocket Pool,RPL,https://www.rocketpool.net/,,https://github.com/rocket-pool/rocketpool,n,
3951,228,Pirate Chain,ARRR,https://pirate.black/,,https://github.com/PirateNetwork,n,
8000,229,Lido DAO Token,LDO,https://lido.fi/,,https://github.com/lidofinance,n,
8757,230,SafeMoon,SAFEMOON,https://safemoon.net/,,https://github.com/safemoonprotocol/Safemoon.sol/tree/main,n,
4121,231,Sapphire,SAPP,https://sappcoin.com/,,https://github.com/sappcoin-com,n,
11346,232,Radio Caca,RACA,https://www.radiocaca.com/,,https://github.com/radiocaca/radio-caca,n,
10442,233,Decentralized Social,DESO,https://deso.org,,https://github.com/deso-protocol,n,
4361,234,Bitpanda Ecosystem Token,BEST,https://www.bitpanda.com/en/best,,,n,
3918,235,Safe,SAFE,https://www.anwang.com/,,https://github.com/bankledger,n,
14519,236,VVS Finance,VVS,https://vvs.finance/,,,n,
2758,237,Unibright,UBT,https://unibright.io/,,,n,
10778,238,Metahero,HERO,https://metahero.io,,https://github.com/metahero-io,n,
4660,239,Telos,TLOS,https://telos.net/,,https://github.com/telosnetwork,n,
12885,240,Astar,ASTR,https://astar.network/,,https://github.com/AstarNetwork/Astar,n,
5326,241,Orbit Chain,ORC,https://orbitchain.io/,,,n,
5625,242,LUKSO,LYXe,https://lukso.network,,https://github.com/lukso-network,n,
5176,243,Tether Gold,XAUT,https://tether.to/,,,n,
7334,244,Conflux,CFX,https://confluxnetwork.org/,,https://github.com/Conflux-Chain,n,
1759,245,Status,SNT,http://status.im/,,https://github.com/status-im/status-go,y,
9040,246,Pundi X (New),PUNDIX,https://pundix.com/,,,n,
10729,247,UFO Gaming,UFO,https://www.ufogaming.io/,,https://etherscan.io/address/0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b#code,n,
9285,248,Moonriver,MOVR,https://moonbeam.network/networks/moonriver/,https://moonbeam.foundation/,https://github.com/PureStake/moonbeam,n,
2982,249,MVL,MVL,http://mvlchain.io,,https://github.com/mvlchain/mvltoken,n,
1816,250,Civic,CVC,https://www.civic.com/,,https://github.com/civicteam/npm-civic-sip-api,y,
2868,251,Constellation,DAG,https://www.constellationnetwork.io,,https://github.com/Constellation-Labs/constellation,n,
1320,252,Ardor,ARDR,https://www.jelurida.com/ardor,,https://bitbucket.org/Jelurida/ardor/src,y,
3964,253,Reserve Rights,RSR,https://reserve.org/,,https://github.com/reserve-protocol/smart-contracts,y,fork of Kyber Network
8766,254,MyNeighborAlice,ALICE,https://www.myneighboralice.com/,,,n,
3600,255,Humanscape,HUM,https://humanscape.io/,,https://github.com/humanscape,n,
7505,256,Everscale,EVER,https://everscale.network,https://flatqube.io/swap,https://github.com/tonlabs,n,
4041,257,MX TOKEN,MX,https://www.mexc.com,https://www.mexc.cc,,n,
7486,258,Rari Governance Token,RGT,http://rari.capital/,,https://github.com/Rari-Capital,n,
5444,259,Cartesi,CTSI,https://cartesi.io/,,https://github.com/cartesi,n,
1680,260,Aragon,ANT,https://aragon.org/,,https://github.com/aragon/govern,y,
9543,261,Biconomy,BICO,https://biconomy.io,,https://github.com/bcnmy,n,
11396,262,JOE,JOE,https://www.traderjoexyz.com/#/home,,https://github.com/traderjoe-xyz,n,
3441,263,Divi,DIVI,https://www.diviproject.org/,,https://github.com/Divicoin/Divi,n,
8891,264,Bitcoin Standard Hashrate Token,BTCST,https://www.btcst.finance/,,,n,
2299,265,aelf,ELF,http://aelf.com/,,https://github.com/AElfProject/AElf,y,
8489,266,XSGD,XSGD,https://www.straitsx.com/,,https://github.com/Xfers/StraitsX-tokens,n,
5892,267,Anyswap,ANY,https://anyswap.exchange/dashboard,,https://github.com/anyswap,n,
7737,268,API3,API3,https://api3.org/,,https://github.com/api3dao,n,
5026,269,Orchid,OXT,https://www.orchid.com/,,https://github.com/OrchidTechnologies/orchid,y,
1732,270,Numeraire,NMR,https://numer.ai/,,https://github.com/numerai/numerapi,y,
7817,271,Bifrost (BFC),BFC,https://thebifrost.io/,,,n,
6958,272,Alchemy Pay,ACH,https://alchemypay.org/,,https://github.com/Alchemy-GPS,n,
9175,273,MOBOX,MBOX,https://www.mobox.io/#/,,,n,
16463,274,OpenDAO,SOS,https://www.theopendao.com/,,,n,
2467,275,OriginTrail,TRAC,https://origintrail.io/,,https://github.com/OriginTrail/ot-node,y,
8425,276,JasmyCoin,JASMY,https://www.jasmy.co.jp/en_company.html,,,n,
1710,277,Veritaseum,VERI,http://veritas.veritaseum.com/,,https://github.com/veritaseum,n,
5268,278,Energy Web Token,EWT,https://www.energyweb.org/,,https://github.com/energywebfoundation/origin,y,
5031,279,MimbleWimbleCoin,MWC,https://www.mwc.mw/,,https://github.com/mwcproject,n,
6951,280,Reef,REEF,https://reef.io/,,https://github.com/reef-defi/reef-client,y,runs on polkadot
14803,281,Aurora,AURORA,https://aurora.dev/,,https://github.com/aurora-is-near/aurora-engine,n,
10750,282,Qredo,QRDO,https://www.qredo.com/,,,n,
5113,283,inSure DeFi,SURE,https://insuretoken.net/,,https://github.com/inSureToken/SmartContract/blob/master/inSure.sol,n,
693,284,Verge,XVG,http://vergecurrency.com/,,https://github.com/vergecurrency/verge,y,
3662,285,HedgeTrade,HEDG,https://hedgetrade.com/,,https://github.com/rublixdev/hedgtokenmint,y,
15478,286,Decentral Games,DG,https://decentral.games,,https://github.com/decentralgames,n,
11171,287,Mango,MNGO,https://mango.markets/,,https://github.com/blockworks-foundation/mango,n,
1637,288,iExec RLC,RLC,https://iex.ec/,https://docs.iex.ec/,https://github.com/iExecBlockchainComputing,n,
1104,289,Augur,REP,http://www.augur.net/,,https://github.com/AugurProject/augur,y,
7189,290,Origin Dollar,OUSD,https://www.ousd.com,,,n,
6651,291,USDX [Kava],USDX,https://kava.io,,https://github.com/kava-labs,n,
11307,292,Beta Finance,BETA,https://betafinance.org/,https://app.betafinance.org/,https://betafinance.org/BetaWhitepaperAndDisclaimer.pdf,n,
8420,293,DAO Maker,DAO,https://daomaker.com/,,https://github.com/daomaker,n,
16604,294,1eco,1ECO,https://www.1eco.io,,,n,
3012,295,VeThor Token,VTHO,https://www.vechain.org/,,https://github.com/vechain/thor,y,
